artist,style,canonical_subgenres,confidence,status,country,city,stage,booking,official_names,evidence_tags,source_note,source_urls,social_discovery_links
BYORN,hard_techno,hard techno / industrial techno / schranz,medium,published,,,TECHNO CASTLE,NATTE VISTICK B2B BYORN,BYORN,,official_hive_stage_context; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=BYORN&type=artist&method=indexed;https://www.beatport.com/search?q=BYORN;https://www.discogs.com/search/?q=BYORN&type=all;https://soundcloud.com/search?q=BYORN;https://www.youtube.com/results?search_query=BYORN
CADILLAC CARL,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,CADILLAC CARL,CADILLAC CARL,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CADILLAC%20CARL&type=artist&method=indexed;https://www.beatport.com/search?q=CADILLAC%20CARL;https://www.discogs.com/search/?q=CADILLAC%20CARL&type=all;https://soundcloud.com/search?q=CADILLAC%20CARL;https://www.youtube.com/results?search_query=CADILLAC%20CARL
CADZOW,hard_techno,hard techno,high,published,,,SLEEPLESS,CADZOW,CADZOW,acid techno; hard techno,"musicbrainz_artist_tags; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: acid techno, hard techno. Official HIVE Sleepless stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/16d55ec8-09c8-4e35-bcd6-3dac553f2a5b,https://musicbrainz.org/search?query=CADZOW&type=artist&method=indexed;https://www.beatport.com/search?q=CADZOW;https://www.discogs.com/search/?q=CADZOW&type=all;https://soundcloud.com/search?q=CADZOW;https://www.youtube.com/results?search_query=CADZOW
CALLUSH,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,CALLUSH,CALLUSH,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CALLUSH&type=artist&method=indexed;https://www.beatport.com/search?q=CALLUSH;https://www.discogs.com/search/?q=CALLUSH&type=all;https://soundcloud.com/search?q=CALLUSH;https://www.youtube.com/results?search_query=CALLUSH
Captain Hook,progressive_psy,progressive psytrance / deep psytrance,high,published,International,,PSY LAGOON,CAPTAIN HOOK,CAPTAIN HOOK,psytrance,curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/ca18d03b-3cd1-401d-b0d5-a09219fbc69c,https://musicbrainz.org/search?query=Captain%20Hook&type=artist&method=indexed;https://www.beatport.com/search?q=Captain%20Hook;https://www.discogs.com/search/?q=Captain%20Hook&type=all;https://soundcloud.com/search?q=Captain%20Hook;https://www.youtube.com/results?search_query=Captain%20Hook
Captain Pastek,acid_techno,free tekno / acidcore / tribe,medium_high,published,,,PIRATE BAY,CAPTAIN PASTEK,CAPTAIN PASTEK,,curated_known_artist_or_scene_source; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Captain%20Pastek&type=artist&method=indexed;https://www.beatport.com/search?q=Captain%20Pastek;https://www.discogs.com/search/?q=Captain%20Pastek&type=all;https://soundcloud.com/search?q=Captain%20Pastek;https://www.youtube.com/results?search_query=Captain%20Pastek
CARA ELIZABETH,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,DJ GUESTLIST B2B CARA ELIZABETH,CARA ELIZABETH,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CARA%20ELIZABETH&type=artist&method=indexed;https://www.beatport.com/search?q=CARA%20ELIZABETH;https://www.discogs.com/search/?q=CARA%20ELIZABETH&type=all;https://soundcloud.com/search?q=CARA%20ELIZABETH;https://www.youtube.com/results?search_query=CARA%20ELIZABETH
CARGO,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,JOKESONYOU B2B CARGO,CARGO,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CARGO&type=artist&method=indexed;https://www.beatport.com/search?q=CARGO;https://www.discogs.com/search/?q=CARGO&type=all;https://soundcloud.com/search?q=CARGO;https://www.youtube.com/results?search_query=CARGO
CASCALHO AKA D_SIGUAL,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,CASCALHO AKA D_SIGUAL,CASCALHO AKA D_SIGUAL,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CASCALHO%20AKA%20D_SIGUAL&type=artist&method=indexed;https://www.beatport.com/search?q=CASCALHO%20AKA%20D_SIGUAL;https://www.discogs.com/search/?q=CASCALHO%20AKA%20D_SIGUAL&type=all;https://soundcloud.com/search?q=CASCALHO%20AKA%20D_SIGUAL;https://www.youtube.com/results?search_query=CASCALHO%20AKA%20D_SIGUAL
Charlie Sparks,hard_techno,hard techno / industrial techno,high,published,United Kingdom,,TECHNO CASTLE; WARM-UP PARTY,CHARLIE SPARKS B2B LEE ANN ROBERTS; NOTMYTYPE F2F CHARLIE SPARKS,CHARLIE SPARKS,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE; WARM-UP PARTY. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Charlie%20Sparks&type=artist&method=indexed;https://www.beatport.com/search?q=Charlie%20Sparks;https://www.discogs.com/search/?q=Charlie%20Sparks&type=all;https://soundcloud.com/search?q=Charlie%20Sparks;https://www.youtube.com/results?search_query=Charlie%20Sparks
Chlär,hardgroove_techno,hardgroove techno / techno,high,published,International,,JUNKYARD,CHLÄR,CHLÄR,hard techno; techno,"curated_known_artist_or_scene_source; stages: JUNKYARD. MusicBrainz tags/disambiguation matched: hard techno, techno. Official HIVE Junkyard stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/6907a083-deef-4b12-a6bb-0278c21dca25;https://www.discogs.com/search/?q=hardgroove%20techno&type=all,https://musicbrainz.org/search?query=Chl%C3%A4r&type=artist&method=indexed;https://www.beatport.com/search?q=Chl%C3%A4r;https://www.discogs.com/search/?q=Chl%C3%A4r&type=all;https://soundcloud.com/search?q=Chl%C3%A4r;https://www.youtube.com/results?search_query=Chl%C3%A4r
CIAO 3LLA,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,CIAO 3LLA,CIAO 3LLA,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CIAO%203LLA&type=artist&method=indexed;https://www.beatport.com/search?q=CIAO%203LLA;https://www.discogs.com/search/?q=CIAO%203LLA&type=all;https://soundcloud.com/search?q=CIAO%203LLA;https://www.youtube.com/results?search_query=CIAO%203LLA
Clara Cuvé,techno,techno / electro / hard techno,medium_high,published,,,TECHNO CASTLE,CLARA CUVE B2B SVETEC,CLARA CUVE,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Clara%20Cuv%C3%A9&type=artist&method=indexed;https://www.beatport.com/search?q=Clara%20Cuv%C3%A9;https://www.discogs.com/search/?q=Clara%20Cuv%C3%A9&type=all;https://soundcloud.com/search?q=Clara%20Cuv%C3%A9;https://www.youtube.com/results?search_query=Clara%20Cuv%C3%A9
CLEOPARD2000,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,MIKA HEGGEMANN B2B CLEOPARD2000,CLEOPARD2000,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=CLEOPARD2000&type=artist&method=indexed;https://www.beatport.com/search?q=CLEOPARD2000;https://www.discogs.com/search/?q=CLEOPARD2000&type=all;https://soundcloud.com/search?q=CLEOPARD2000;https://www.youtube.com/results?search_query=CLEOPARD2000
Cloudy,hard_techno,hard techno / rave techno,medium_high,published,,,TECHNO CASTLE; WARM-UP PARTY,CLOUDY; CLOUDY F2F SERAFINA,CLOUDY,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE; WARM-UP PARTY. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Cloudy&type=artist&method=indexed;https://www.beatport.com/search?q=Cloudy;https://www.discogs.com/search/?q=Cloudy&type=all;https://soundcloud.com/search?q=Cloudy;https://www.youtube.com/results?search_query=Cloudy
D-Sturb,rawstyle,rawstyle / hardstyle,high,published,International,,RAGE CAGE,D-STURB,D-Sturb,hardstyle,curated_known_artist_or_scene_source; stages: RAGE CAGE. MusicBrainz tags/disambiguation matched: hardstyle. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/91f1468d-ee66-4925-aa13-a7d830b5e6da,https://musicbrainz.org/search?query=D-Sturb&type=artist&method=indexed;https://www.beatport.com/search?q=D-Sturb;https://www.discogs.com/search/?q=D-Sturb&type=all;https://soundcloud.com/search?q=D-Sturb;https://www.youtube.com/results?search_query=D-Sturb
DALI,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,DALI,DALI,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DALI&type=artist&method=indexed;https://www.beatport.com/search?q=DALI;https://www.discogs.com/search/?q=DALI&type=all;https://soundcloud.com/search?q=DALI;https://www.youtube.com/results?search_query=DALI
DARK JOCHEN,psytrance,psytrance,medium_high,published,,,PSY LAGOON,DARK JOCHEN,DARK JOCHEN,,official_hive_stage_context; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DARK%20JOCHEN&type=artist&method=indexed;https://www.beatport.com/search?q=DARK%20JOCHEN;https://www.discogs.com/search/?q=DARK%20JOCHEN&type=all;https://soundcloud.com/search?q=DARK%20JOCHEN;https://www.youtube.com/results?search_query=DARK%20JOCHEN
DASSTUDACH,hard_techno,hard techno / industrial techno / schranz,medium,published,,,TECHNO CASTLE,DASSTUDACH B2B KANDER,DASSTUDACH,,official_hive_stage_context; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DASSTUDACH&type=artist&method=indexed;https://www.beatport.com/search?q=DASSTUDACH;https://www.discogs.com/search/?q=DASSTUDACH&type=all;https://soundcloud.com/search?q=DASSTUDACH;https://www.youtube.com/results?search_query=DASSTUDACH
DAVYBOI,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,DAVYBOI,DAVYBOI,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DAVYBOI&type=artist&method=indexed;https://www.beatport.com/search?q=DAVYBOI;https://www.discogs.com/search/?q=DAVYBOI&type=all;https://soundcloud.com/search?q=DAVYBOI;https://www.youtube.com/results?search_query=DAVYBOI
DEATH OF MARS,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,DEATH OF MARS,DEATH OF MARS,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DEATH%20OF%20MARS&type=artist&method=indexed;https://www.beatport.com/search?q=DEATH%20OF%20MARS;https://www.discogs.com/search/?q=DEATH%20OF%20MARS&type=all;https://soundcloud.com/search?q=DEATH%20OF%20MARS;https://www.youtube.com/results?search_query=DEATH%20OF%20MARS
DETOXX,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,DVAID b2b DETOXX,DETOXX,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DETOXX&type=artist&method=indexed;https://www.beatport.com/search?q=DETOXX;https://www.discogs.com/search/?q=DETOXX&type=all;https://soundcloud.com/search?q=DETOXX;https://www.youtube.com/results?search_query=DETOXX
DEXPHASE,industrial_techno,industrial techno / hard techno,high,published,,,SLEEPLESS,DEXPHASE B2B SKRYPTION,DEXPHASE,hard techno; industrial techno,"musicbrainz_artist_tags; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: hard techno, industrial techno. Official HIVE Sleepless stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/35695448-f5d9-42a5-91e9-ec2c793a7295,https://musicbrainz.org/search?query=DEXPHASE&type=artist&method=indexed;https://www.beatport.com/search?q=DEXPHASE;https://www.discogs.com/search/?q=DEXPHASE&type=all;https://soundcloud.com/search?q=DEXPHASE;https://www.youtube.com/results?search_query=DEXPHASE
DICE,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,GIØ B2B DICE,DICE,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DICE&type=artist&method=indexed;https://www.beatport.com/search?q=DICE;https://www.discogs.com/search/?q=DICE&type=all;https://soundcloud.com/search?q=DICE;https://www.youtube.com/results?search_query=DICE
DIE GEBRÜDER BRETT,hardcore,hard dance / hardcore / rawstyle,medium,published,,,RAGE CAGE,DIE GEBRÜDER BRETT,DIE GEBRÜDER BRETT,,official_hive_stage_context; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DIE%20GEBR%C3%9CDER%20BRETT&type=artist&method=indexed;https://www.beatport.com/search?q=DIE%20GEBR%C3%9CDER%20BRETT;https://www.discogs.com/search/?q=DIE%20GEBR%C3%9CDER%20BRETT&type=all;https://soundcloud.com/search?q=DIE%20GEBR%C3%9CDER%20BRETT;https://www.youtube.com/results?search_query=DIE%20GEBR%C3%9CDER%20BRETT
DIMITRI K,gabber,hardcore techno / gabber,high,published,,,RAGE CAGE,DIMITRI K,DIMITRI K,hardcore; hardcore techno,"musicbrainz_artist_tags; stages: RAGE CAGE. MusicBrainz tags/disambiguation matched: hardcore, hardcore techno. Official HIVE Rage Cage stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/9fec46d3-3ec1-4ac1-a9c7-edc5690fa73b,https://musicbrainz.org/search?query=DIMITRI%20K&type=artist&method=indexed;https://www.beatport.com/search?q=DIMITRI%20K;https://www.discogs.com/search/?q=DIMITRI%20K&type=all;https://soundcloud.com/search?q=DIMITRI%20K;https://www.youtube.com/results?search_query=DIMITRI%20K
DJ ANGEL,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,DJ ANGEL,DJ ANGEL,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DJ%20ANGEL&type=artist&method=indexed;https://www.beatport.com/search?q=DJ%20ANGEL;https://www.discogs.com/search/?q=DJ%20ANGEL&type=all;https://soundcloud.com/search?q=DJ%20ANGEL;https://www.youtube.com/results?search_query=DJ%20ANGEL
DJ CRINGEY,acid_techno,acid techno,high,published,,,GROOVE BEACH,DJ CRINGEY B2B KIM SWIM,DJ CRINGEY,acid techno,musicbrainz_artist_tags; stages: GROOVE BEACH. MusicBrainz tags/disambiguation matched: acid techno. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/;https://musicbrainz.org/artist/0f1c8dfa-72a1-467a-8193-81422e225f72,https://musicbrainz.org/search?query=DJ%20CRINGEY&type=artist&method=indexed;https://www.beatport.com/search?q=DJ%20CRINGEY;https://www.discogs.com/search/?q=DJ%20CRINGEY&type=all;https://soundcloud.com/search?q=DJ%20CRINGEY;https://www.youtube.com/results?search_query=DJ%20CRINGEY
DJ DRECKISCH,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH; WARM-UP PARTY,DJ DRECKISCH; PARAÇEK F2F DJ DRECKISCH,DJ DRECKISCH,,official_hive_stage_context; stages: GROOVE BEACH; WARM-UP PARTY. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=DJ%20DRECKISCH&type=artist&method=indexed;https://www.beatport.com/search?q=DJ%20DRECKISCH;https://www.discogs.com/search/?q=DJ%20DRECKISCH&type=all;https://soundcloud.com/search?q=DJ%20DRECKISCH;https://www.youtube.com/results?search_query=DJ%20DRECKISCH
